customer_id,joined,segment,country
SYN000000445,2016-12-20T12:29:36.466,PRIORITY,SG
SYN000000446,2020-08-07T00:57:27.336,RETAIL,IN
SYN000000447,2025-04-14T15:41:00.449,RETAIL,SG
SYN000000448,2017-01-12T06:08:20.271,PRIORITY,SG
SYN000000449,2024-04-12T18:55:27.544,PRIORITY,SG
SYN000000450,2025-03-29T14:25:51.981,RETAIL,SG
SYN000000451,2021-08-02T08:35:18.168,RETAIL,SG
SYN000000452,2023-04-06T08:30:40.364,PRIORITY,SG
SYN000000453,2017-09-26T06:52:38.645,PRIORITY,SG
SYN000000454,2019-03-05T05:10:42.801,RETAIL,SG
SYN000000455,2022-07-31T05:40:41.207,RETAIL,MY
SYN000000456,2022-08-06T14:11:05.573,RETAIL,IN
SYN000000457,2019-09-19T15:45:46.956,RETAIL,MY
SYN000000458,2017-01-25T06:39:45.472,PRIORITY,HK
SYN000000459,2020-02-26T05:49:16.612,PRIORITY,MY
SYN000000460,2018-04-15T15:25:09.144,RETAIL,IN
SYN000000461,2023-02-16T13:38:42.745,CORPORATE,MY
SYN000000462,2023-04-22T02:49:10.952,RETAIL,SG
SYN000000463,2023-10-26T17:58:31.791,RETAIL,SG
SYN000000464,2018-03-15T04:51:49.433,RETAIL,MY
SYN000000465,2015-11-16T11:37:27.145,RETAIL,SG
SYN000000466,2015-08-29T23:53:26.318,CORPORATE,SG
SYN000000467,2022-10-28T03:17:30.259,RETAIL,SG
SYN000000468,2023-07-15T00:38:42.936,RETAIL,IN
SYN000000469,2016-08-14T12:51:12.396,RETAIL,MY
SYN000000470,2021-03-17T19:35:50.483,CORPORATE,MY
SYN000000471,2015-08-27T18:18:13.690,RETAIL,MY
SYN000000472,2020-01-09T15:21:11.696,CORPORATE,SG
SYN000000473,2018-04-02T19:03:37.770,PRIORITY,SG
SYN000000474,2018-06-24T04:54:48.199,RETAIL,SG
SYN000000475,2016-09-18T08:52:18.910,RETAIL,SG
SYN000000476,2019-12-29T07:29:38.247,RETAIL,SG
SYN000000477,2023-01-24T01:16:32.354,RETAIL,SG
SYN000000478,2016-10-18T20:35:15.236,RETAIL,MY
SYN000000479,2020-07-22T13:22:20.918,RETAIL,SG
SYN000000480,2017-01-08T11:20:02.071,CORPORATE,SG
SYN000000481,2015-11-04T00:28:13.179,RETAIL,SG
SYN000000482,2016-12-20T14:54:11.566,PRIORITY,HK
SYN000000483,2025-12-07T02:39:59.506,RETAIL,MY
SYN000000484,2022-08-09T01:53:40.915,RETAIL,MY
SYN000000485,2023-05-04T02:42:12.481,RETAIL,HK
SYN000000486,2022-07-05T02:55:55.687,RETAIL,MY
SYN000000487,2019-09-03T01:16:39.767,RETAIL,SG
SYN000000488,2017-06-29T19:30:13.134,RETAIL,SG
SYN000000489,2021-02-27T07:23:55.378,PRIORITY,SG
SYN000000490,2023-07-06T13:42:02.260,RETAIL,SG
SYN000000491,2021-03-20T15:01:35.954,RETAIL,IN
SYN000000492,2024-02-14T19:29:16.138,RETAIL,MY
SYN000000493,2019-01-18T10:58:39.860,RETAIL,MY
SYN000000494,2019-11-29T01:19:08.990,PRIORITY,SG
SYN000000495,2020-02-04T13:39:25.688,RETAIL,MY
SYN000000496,2017-02-03T14:08:27.474,CORPORATE,SG
SYN000000497,2024-02-10T18:50:44.350,RETAIL,SG
SYN000000498,2016-01-14T02:59:23.336,PRIORITY,IN
SYN000000499,2025-09-04T12:35:41.027,CORPORATE,SG
